Volume,Open,Close,High,Low,timestamp
1.9909046399999997,93758.0,93781.0,93781.0,93721.0,2025-01-01 00:00:00
0.69194626,93781.0,93799.0,93799.0,93781.0,2025-01-01 00:01:00
1.10404728,93799.0,93812.0,93812.0,93799.0,2025-01-01 00:02:00
0.34965624,93811.0,93800.0,93811.0,93800.0,2025-01-01 00:03:00
1.17442904,93807.0,93812.0,93812.0,93807.0,2025-01-01 00:04:00
0.51346709,93812.0,93812.0,93812.0,93812.0,2025-01-01 00:05:00
1.3099826999999993,93812.0,93776.0,93812.0,93775.0,2025-01-01 00:06:00
0.02717,93774.0,93774.0,93774.0,93774.0,2025-01-01 00:07:00
0.62320452,93755.0,93754.0,93757.0,93754.0,2025-01-01 00:08:00
0.4558316799999999,93745.0,93745.0,93745.0,93745.0,2025-01-01 00:09:00
0.5433185899999999,93745.0,93706.0,93760.0,93706.0,2025-01-01 00:10:00
0.7849329199999999,93704.0,93660.0,93704.0,93659.0,2025-01-01 00:11:00
0.3087941899999999,93660.0,93678.0,93678.0,93660.0,2025-01-01 00:12:00
0.43991081,93678.0,93692.0,93710.0,93678.0,2025-01-01 00:13:00
0.5573498900000001,93707.0,93793.0,93793.0,93707.0,2025-01-01 00:14:00
1.6993536400000002,93792.0,93812.0,93812.0,93790.0,2025-01-01 00:15:00
6.321382369999999,93812.0,93913.0,93913.0,93812.0,2025-01-01 00:16:00
0.2658733399999999,93911.0,93943.0,93943.0,93911.0,2025-01-01 00:17:00
0.32569357,93943.0,93945.0,93945.0,93943.0,2025-01-01 00:18:00
1.17568894,93945.0,93947.0,93947.0,93945.0,2025-01-01 00:19:00
0.7794561600000001,93947.0,94000.0,94000.0,93947.0,2025-01-01 00:20:00
0.62430817,94000.0,93969.0,94029.0,93969.0,2025-01-01 00:21:00
0.27309221,93948.0,93906.0,93948.0,93906.0,2025-01-01 00:22:00
0.8386937700000001,93906.0,93908.0,93908.0,93889.0,2025-01-01 00:23:00
0.5475941200000001,93896.0,93907.0,93907.0,93896.0,2025-01-01 00:24:00
0.54754596,93899.0,93900.0,93900.0,93899.0,2025-01-01 00:25:00
1.0179426399999998,93899.0,93893.0,93900.0,93893.0,2025-01-01 00:26:00
1.0430807800000002,93894.0,93896.0,93896.0,93894.0,2025-01-01 00:27:00
0.40340047,93893.0,93890.0,93893.0,93890.0,2025-01-01 00:28:00
0.86690642,93890.0,93913.0,93913.0,93890.0,2025-01-01 00:29:00
1.89894742,93910.0,93949.0,93949.0,93910.0,2025-01-01 00:30:00
1.0550492699999998,93951.0,93984.0,94032.0,93951.0,2025-01-01 00:31:00
0.5988435,94025.0,94090.0,94090.0,94025.0,2025-01-01 00:32:00
0.32648686,94086.0,94083.0,94086.0,94083.0,2025-01-01 00:33:00
