Volume,Open,Close,High,Low,timestamp
0.36869254,190.0,190.0,190.0,190.0,2025-01-01 00:01:00
51.917908790000006,190.12,190.34,190.34,190.12,2025-01-01 00:02:00
8.65047004,190.19,190.19,190.19,190.19,2025-01-01 00:11:00
2.5,190.26,190.26,190.26,190.26,2025-01-01 00:12:00
182.01422323999998,190.5,190.56,190.59,190.5,2025-01-01 00:13:00
88.36929484999999,190.68,190.75,190.83,190.68,2025-01-01 00:14:00
2.3489,190.7,190.73,190.73,190.7,2025-01-01 00:15:00
60.4319399,190.98,191.16,191.18,190.88,2025-01-01 00:16:00
16.46777612,191.17,191.17,191.17,191.17,2025-01-01 00:22:00
0.5,190.73,190.73,190.73,190.73,2025-01-01 00:28:00
1.0,191.54,191.54,191.54,191.54,2025-01-01 00:33:00
0.5,191.56,191.56,191.56,191.56,2025-01-01 00:34:00
55.0,191.75,191.75,191.75,191.75,2025-01-01 00:41:00
2.0,191.41,191.42,191.42,191.41,2025-01-01 00:42:00
0.5,192.03,192.03,192.03,192.03,2025-01-01 00:49:00
0.77995997,192.25,192.25,192.25,192.25,2025-01-01 00:50:00
0.5,192.31,192.31,192.31,192.31,2025-01-01 00:52:00
23.708201850000002,192.57,192.57,192.57,192.57,2025-01-01 00:58:00
0.5,192.78,192.78,192.78,192.78,2025-01-01 00:59:00
1.07288455,192.57,192.58,192.58,192.57,2025-01-01 01:00:00
0.5,192.53,192.53,192.53,192.53,2025-01-01 01:03:00
0.5,191.81,191.81,191.81,191.81,2025-01-01 01:06:00
3.24760968,191.97,191.97,191.97,191.97,2025-01-01 01:13:00
1.0,191.62,191.62,191.62,191.62,2025-01-01 01:15:00
79.09981466,191.51,191.33,191.51,191.33,2025-01-01 01:17:00
0.5,191.31,191.31,191.31,191.31,2025-01-01 01:19:00
0.5,191.15,191.15,191.15,191.15,2025-01-01 01:23:00
0.5,191.44,191.44,191.44,191.44,2025-01-01 01:25:00
3.0,191.5,191.5,191.5,191.5,2025-01-01 01:30:00
1500.5689,191.67,191.6,191.67,191.6,2025-01-01 01:44:00
0.1001,191.32,191.32,191.32,191.32,2025-01-01 01:47:00
10.50689333,191.12,191.12,191.12,191.12,2025-01-01 01:50:00
0.5,190.62,190.62,190.62,190.62,2025-01-01 01:56:00
0.04187605,191.07,191.07,191.07,191.07,2025-01-01 02:00:00
0.5,191.1,191.1,191.1,191.1,2025-01-01 02:07:00
10.53170024,191.24,191.24,191.24,191.24,2025-01-01 02:11:00
3.5456,191.16,191.16,191.16,191.16,2025-01-01 02:13:00
0.5,191.36,191.36,191.36,191.36,2025-01-01 02:36:00
277.75953967,191.36,191.4,191.4,191.36,2025-01-01 02:37:00
1.5299,191.59,191.59,191.59,191.59,2025-01-01 02:43:00
7.6764,192.32,192.31,192.32,192.31,2025-01-01 02:52:00
1050.6568603299997,192.21,192.5,192.5,192.21,2025-01-01 02:53:00
43.60271387,191.88,191.84,191.88,191.84,2025-01-01 02:54:00
2.08653921,191.6,191.6,191.6,191.6,2025-01-01 03:01:00
0.06888336,191.52,191.52,191.52,191.52,2025-01-01 03:04:00
5.0,191.4,191.4,191.4,191.4,2025-01-01 03:11:00
0.10105996,191.35,191.35,191.35,191.35,2025-01-01 03:12:00
0.5618992,191.36,191.41,191.41,191.36,2025-01-01 03:13:00
0.61726703,191.34,191.38,191.38,191.34,2025-01-01 03:15:00
0.9497631000000001,191.39,191.47,191.47,191.39,2025-01-01 03:16:00
1.12726601,191.22,191.29,191.29,191.22,2025-01-01 03:18:00
1.04354948,191.3,191.38,191.38,191.3,2025-01-01 03:19:00
0.6573022500000001,191.13,191.13,191.16,191.12,2025-01-01 03:20:00
1.4801242000000003,191.07,191.2,191.2,191.07,2025-01-01 03:21:00
1.58958234,191.21,191.34,191.34,191.21,2025-01-01 03:22:00
0.41508959999999995,191.27,191.24,191.28,191.23,2025-01-01 03:23:00
0.20046456,191.23,191.24,191.24,191.23,2025-01-01 03:24:00
0.6032541299999999,191.25,191.3,191.3,191.25,2025-01-01 03:25:00
0.41974782,191.21,191.21,191.23,191.21,2025-01-01 03:26:00
0.21083391,191.19,191.2,191.2,191.19,2025-01-01 03:27:00
0.10822995,191.05,191.05,191.05,191.05,2025-01-01 03:28:00
91.00618906000001,191.06,190.98,191.12,190.98,2025-01-01 03:29:00
0.62704001,190.88,190.93,190.93,190.88,2025-01-01 03:30:00
0.5153056500000001,190.94,190.94,190.97,190.94,2025-01-01 03:31:00
0.58609807,190.85,190.89,190.89,190.85,2025-01-01 03:32:00
0.10277596,190.83,190.83,190.83,190.83,2025-01-01 03:33:00
0.29018173,190.84,190.86,190.86,190.84,2025-01-01 03:34:00
0.7276948000000001,190.69,190.75,190.75,190.69,2025-01-01 03:37:00
0.10933674,190.73,190.73,190.73,190.73,2025-01-01 03:38:00
1.12234483,190.74,190.82,190.82,190.74,2025-01-01 03:39:00
0.09884214,190.83,190.83,190.83,190.83,2025-01-01 03:40:00
1.93014558,190.77,190.76,190.77,190.76,2025-01-01 03:41:00
1.78338961,190.66,190.8,190.8,190.66,2025-01-01 03:43:00
0.43354937000000004,190.8,190.83,190.83,190.8,2025-01-01 03:44:00
0.09984396,190.74,190.74,190.74,190.74,2025-01-01 03:45:00
0.1039,190.33,190.33,190.33,190.33,2025-01-01 03:48:00
2.22753301,190.33,190.52,190.52,190.33,2025-01-01 03:49:00
1.02185912,190.52,190.62,190.62,190.52,2025-01-01 03:50:00
0.20750000000000002,190.65,190.66,190.66,190.65,2025-01-01 03:51:00
0.7077,190.63,190.63,190.67,190.63,2025-01-01 03:52:00
0.5323457,190.63,190.66,190.66,190.63,2025-01-01 03:53:00
0.0989,190.66,190.66,190.66,190.66,2025-01-01 03:54:00
0.41235463,190.64,190.67,190.67,190.64,2025-01-01 03:56:00
0.5226,190.67,190.7,190.7,190.67,2025-01-01 03:57:00
0.216,190.7,190.71,190.71,190.7,2025-01-01 03:58:00
0.194771,190.53,190.54,190.54,190.53,2025-01-01 04:01:00
0.6310999999999999,190.45,190.44,190.48,190.43,2025-01-01 04:02:00
0.7170099799999998,190.42,190.47,190.47,190.42,2025-01-01 04:03:00
0.9396999999999998,190.5,190.58,190.58,190.5,2025-01-01 04:04:00
0.51538582,190.47,190.51,190.51,190.47,2025-01-01 04:05:00
0.5,190.42,190.46,190.46,190.42,2025-01-01 04:07:00
2.5,190.23,190.29,190.29,190.23,2025-01-01 04:09:00
0.32267018000000003,190.2,190.22,190.22,190.2,2025-01-01 04:10:00
3.86132,190.24,190.24,190.24,190.24,2025-01-01 04:11:00
1.22325697,189.97,190.21,190.21,189.97,2025-01-01 04:13:00
0.52944561,190.26,190.3,190.3,190.26,2025-01-01 04:14:00
0.8742874699999998,190.21,190.47,190.47,190.21,2025-01-01 04:16:00
286.34414043000015,190.41,190.07,190.41,190.07,2025-01-01 04:17:00
1.1292284800000003,190.01,190.14,190.14,190.01,2025-01-01 04:18:00
1.2928404999999998,190.11,190.21,190.21,190.11,2025-01-01 04:19:00
1.0609458299999999,190.21,190.35,190.35,190.21,2025-01-01 04:20:00
0.19880905,190.24,190.25,190.25,190.24,2025-01-01 04:22:00
1400.0965061699999,190.26,190.0,190.26,190.0,2025-01-01 04:23:00
0.9474999999999998,190.15,190.21,190.22,190.15,2025-01-01 04:24:00
0.0961,190.21,190.22,190.22,190.21,2025-01-01 04:25:00
0.42223244000000004,190.18,190.21,190.21,190.18,2025-01-01 04:27:00
119.6018719,190.14,190.01,190.14,189.98,2025-01-01 04:30:00
0.1018,189.97,189.97,189.97,189.97,2025-01-01 04:31:00
1.5,189.9,189.81,189.9,189.81,2025-01-01 04:33:00
15.109547059999999,189.68,189.72,189.79,189.68,2025-01-01 04:34:00
1.22743399,189.65,189.68,189.71,189.65,2025-01-01 04:35:00
3.72994602,189.74,189.73,189.79,189.73,2025-01-01 04:36:00
0.8515,189.68,189.75,189.75,189.68,2025-01-01 04:37:00
0.5299,189.65,189.69,189.69,189.65,2025-01-01 04:38:00
0.7081,189.69,189.74,189.74,189.69,2025-01-01 04:39:00
7.802499999999999,189.65,189.72,189.72,189.65,2025-01-01 04:40:00
0.5224,189.65,189.68,189.68,189.65,2025-01-01 04:41:00
2.8364000000000003,189.68,189.91,189.91,189.68,2025-01-01 04:42:00
1.8079,189.91,190.0,190.0,189.91,2025-01-01 04:43:00
0.5,190.08,190.08,190.08,190.08,2025-01-01 04:45:00
0.5,190.13,190.13,190.13,190.13,2025-01-01 04:46:00
1.0,189.99,189.99,189.99,189.99,2025-01-01 04:53:00
0.5,190.09,190.09,190.09,190.09,2025-01-01 04:56:00
61.13316466999999,189.76,189.78,189.8,189.76,2025-01-01 05:02:00
1.826942,190.17,190.17,190.17,190.17,2025-01-01 05:07:00
2.02305593,190.16,190.16,190.16,190.16,2025-01-01 05:09:00
0.5,190.57,190.57,190.57,190.57,2025-01-01 05:12:00
2.907,190.74,190.74,190.74,190.74,2025-01-01 05:28:00
18.0,190.63,190.63,190.63,190.63,2025-01-01 05:34:00
0.5,190.6,190.6,190.6,190.6,2025-01-01 05:42:00
1.93242245,190.59,190.59,190.59,190.59,2025-01-01 05:44:00
0.6599999999999999,190.75,190.78,190.78,190.75,2025-01-01 05:45:00
1.78863249,190.39,190.39,190.39,190.39,2025-01-01 05:55:00
0.02493733,190.45,190.45,190.45,190.45,2025-01-01 05:59:00
1.79467366,190.39,190.39,190.39,190.39,2025-01-01 06:00:00
65.18211434999999,190.28,190.23,190.28,190.23,2025-01-01 06:04:00
2.0,189.85,189.85,189.85,189.85,2025-01-01 06:09:00
0.05367409,189.87,189.87,189.87,189.87,2025-01-01 06:17:00
8.982,190.02,190.02,190.02,190.02,2025-01-01 06:32:00
0.133258,190.08,190.08,190.08,190.08,2025-01-01 06:33:00
3.0,189.99,189.99,189.99,189.99,2025-01-01 06:34:00
0.07382218,190.18,190.18,190.18,190.18,2025-01-01 06:42:00
5.0,190.1,190.1,190.1,190.1,2025-01-01 06:54:00
0.72,190.49,190.49,190.49,190.49,2025-01-01 06:57:00
0.30674671,190.48,190.56,190.56,190.48,2025-01-01 07:01:00
3.0,190.4,190.41,190.41,190.4,2025-01-01 07:21:00
3.0,190.2,190.2,190.2,190.2,2025-01-01 07:33:00
9.4930026,190.23,190.24,190.24,190.23,2025-01-01 07:40:00
43.92013995,190.49,190.49,190.49,190.49,2025-01-01 07:41:00
0.42470849,190.43,190.43,190.43,190.43,2025-01-01 07:46:00
2.0,190.39,190.4,190.4,190.39,2025-01-01 07:47:00
1.0,190.39,190.39,190.39,190.39,2025-01-01 08:00:00
7.5,191.05,190.93,191.06,190.93,2025-01-01 08:07:00
2.5,190.95,190.95,190.95,190.95,2025-01-01 08:08:00
1.0,190.87,190.87,190.87,190.87,2025-01-01 08:14:00
25.0,190.84,190.84,190.84,190.84,2025-01-01 08:15:00
0.07859945,190.84,190.84,190.84,190.84,2025-01-01 08:20:00
0.04588409,190.74,190.74,190.74,190.74,2025-01-01 08:23:00
2.5,190.04,190.04,190.04,190.04,2025-01-01 08:27:00
1.5607,189.82,189.82,189.82,189.82,2025-01-01 08:28:00
6.999999999999999,190.11,190.07,190.11,190.07,2025-01-01 08:32:00
0.70438308,190.4,190.4,190.4,190.4,2025-01-01 08:40:00
3.20033874,190.35,190.35,190.35,190.35,2025-01-01 08:43:00
4.578898000000001,189.82,189.82,189.82,189.82,2025-01-01 08:57:00
3.964347,189.84,189.84,189.84,189.84,2025-01-01 08:58:00
100.0,189.91,189.91,189.91,189.91,2025-01-01 09:03:00
25.56856652,189.64,189.58,189.64,189.58,2025-01-01 09:07:00
166.48871234,189.58,189.58,189.58,189.58,2025-01-01 09:09:00
114.14932466,189.58,189.25,189.58,189.25,2025-01-01 09:10:00
0.5,189.3,189.3,189.3,189.3,2025-01-01 09:11:00
7.1657477,189.24,189.24,189.24,189.24,2025-01-01 09:12:00
3.96829345,189.24,189.24,189.24,189.24,2025-01-01 09:13:00
127.22293556,189.0,188.91,189.0,188.91,2025-01-01 09:15:00
2.3926,188.91,188.91,188.91,188.91,2025-01-01 09:17:00
4.383e-05,188.91,188.91,188.91,188.91,2025-01-01 09:18:00
0.65013,188.95,188.95,188.95,188.95,2025-01-01 09:21:00
0.5,188.71,188.71,188.71,188.71,2025-01-01 09:22:00
0.5,188.56,188.56,188.56,188.56,2025-01-01 09:24:00
1.0,188.61,188.56,188.61,188.56,2025-01-01 09:25:00
1.0,188.76,188.76,188.76,188.76,2025-01-01 09:29:00
1.5,188.8,188.8,188.8,188.8,2025-01-01 09:30:00
0.3604,188.77,188.77,188.77,188.77,2025-01-01 09:31:00
0.512327,188.95,188.95,188.95,188.95,2025-01-01 09:33:00
1000.9999999999999,189.0,188.84,189.0,188.84,2025-01-01 09:35:00
