volatility,avg_return,return_skewness,return_kurtosis,avg_range,avg_range_pct,trend_strength,trend_direction,trend_r_squared,avg_volume,volume_volatility,avg_body_size,bullish_ratio,zone_id,start_time,end_time,num_samples,personality_cluster,personality_label
0.00421291988104539,0.00019608325374255298,-1.2509609117695775,90.80907598447051,141.5813246268658,0.0014743549739125825,6.089412250214494,1.0,0.09965566506309452,4.229269290037312,7.913025533357877,35.329179104477966,0.5149253731343284,19,09:30:00,09:59:00,536,2,Consolidation (Cluster 2)
0.00463779155749726,0.00019143090925122374,0.6887805925605706,102.0693443640408,136.15673469387778,0.0014169888313783523,5.941605289676984,1.0,0.09587307978923842,4.359340498812616,8.212832866592533,38.144081632652906,0.5009276437847866,20,10:00:00,10:29:00,539,2,Consolidation (Cluster 2)
0.004753564219730278,0.0001921672847174417,1.469540691109791,84.99336757118078,127.22890130353828,0.001327408413511554,5.926340771273952,1.0,0.08794993528478107,3.5897664072253255,6.154573592312805,30.137355679702175,0.4934823091247672,21,10:30:00,10:59:00,537,2,Consolidation (Cluster 2)
0.004675571301370329,0.00019650757575562973,1.8438874468155804,85.45135079952112,138.23239776951672,0.001442651201781918,5.625910179591575,1.0,0.08156341782696432,3.4270061660594795,4.459416517500184,35.6188661710036,0.5018587360594795,22,11:00:00,11:29:00,538,2,Consolidation (Cluster 2)
0.004762693471534863,0.00019878083128412074,2.933585329751821,97.12445787420897,145.9970335820896,0.001527028412644641,5.881247658486138,1.0,0.08423375801147655,6.213685963003729,13.534602546144404,38.42791044776128,0.5018656716417911,23,11:30:00,11:59:00,536,2,Consolidation (Cluster 2)
0.0048899429779051765,0.00020723518344712623,1.814594986189292,100.21173509324218,152.8107358490568,0.0015994361087632927,5.191084967422992,1.0,0.06359724486962438,6.545594121188678,11.651510553149926,41.61103773584915,0.4849056603773585,24,12:00:00,12:24:00,530,2,Consolidation (Cluster 2)
0.004931787897220248,0.00018810084553691652,1.1408962813793764,92.28465887052023,144.0294433399603,0.0015102468961529347,1.8717171388289502,1.0,0.008772927240373202,5.027887167813122,8.673806266227775,36.893956262425746,0.47713717693836977,25,12:30:00,12:59:00,503,3,Volatile Ranging (Cluster 3)
0.005118064244704694,0.00018611600489701433,-0.5105127259730387,76.71779016572934,157.59715415019738,0.0016497804006705002,2.0990245085223744,1.0,0.011887617337698586,7.083548291501976,8.583330384563022,46.71158102766807,0.5059288537549407,26,13:00:00,13:29:00,506,3,Volatile Ranging (Cluster 3)
0.00491523230500207,0.000184526308478994,1.7449028159370934,84.2726366586126,192.13542574257437,0.0020106744916194757,2.8737553348502547,1.0,0.019784380553367602,13.562911591702946,37.95530597657895,61.38962376237617,0.4534653465346535,27,13:30:00,13:59:00,505,1,Volatile Ranging (Cluster 1)
0.005081992545084787,0.00018166146954169405,0.44995295974460897,75.79986211982393,185.61609803921561,0.0019436189572132289,3.0704470677793956,1.0,0.02378158866407902,9.19928131409804,13.332879913945359,64.91999999999976,0.5137254901960784,28,14:00:00,14:29:00,510,1,Volatile Ranging (Cluster 1)
0.0050967296160610255,0.0002022026039765245,1.4077427755990095,68.20479069854335,263.5046954813364,0.0027471628238542873,2.3539582521559588,1.0,0.013623064712715977,26.797403222927297,40.648957864921826,94.75202357563865,0.5206286836935167,29,14:30:00,14:59:00,509,4,Volatile Ranging (Cluster 4)
0.004882462099112473,0.00020453575041761243,3.3971573656991825,54.14346075480785,243.78013779527566,0.0025276128158526288,3.153797324440184,1.0,0.023740543022316873,27.21423545151576,29.68116489164057,84.41818897637805,0.5019685039370079,30,15:00:00,15:29:00,508,4,Volatile Ranging (Cluster 4)
0.004880292981135953,0.00020566916501933485,3.2588965578619775,57.523386528165815,208.80513779527584,0.0021653210657735585,3.64072061235368,1.0,0.033198935223216035,18.211562634251976,21.616323604978874,66.18021653543333,0.5177165354330708,31,15:30:00,15:59:00,508,1,Volatile Ranging (Cluster 1)
0.004927023667973202,0.00021034183405304593,2.8424915304240885,65.39095634630607,199.4103732809429,0.002068966184211831,3.5022207763726736,1.0,0.027031014165068954,16.26283365935167,20.635053976222235,63.16255402750507,0.518664047151277,32,16:00:00,16:29:00,509,1,Volatile Ranging (Cluster 1)
0.005281271890983979,0.00022829702866924618,3.87147627717123,61.81315653806797,183.82316929133916,0.0019072517397552835,3.165718741358432,1.0,0.020939953318167632,14.510003586240156,19.017347107796247,56.531870078740475,0.4921259842519685,33,16:30:00,16:59:00,508,1,Volatile Ranging (Cluster 1)
0.0049971395388245365,0.0002249067343073659,2.9109775682008414,61.723361066226914,185.0016274509804,0.001924032475458826,3.7308048071288673,1.0,0.028548816310022478,15.164826659882351,25.581284574936674,54.2949215686274,0.515686274509804,34,17:00:00,17:29:00,510,1,Volatile Ranging (Cluster 1)
0.005431141448677736,0.00021506353000437224,1.406649009402679,56.31270139242959,191.06642292490127,0.0019889259762608654,4.187785803123663,1.0,0.036819441362403275,14.705413958498028,20.9834477860832,63.12780632411044,0.48023715415019763,35,17:30:00,17:59:00,506,1,Volatile Ranging (Cluster 1)
0.005267396278583384,0.00022001461805461602,2.655228299988775,58.03733643567466,174.3802766798425,0.00181359912105331,3.9271354921445294,1.0,0.03346175093231445,11.735573255573122,12.231813057973934,53.237944664031694,0.49209486166007904,36,18:00:00,18:29:00,506,1,Volatile Ranging (Cluster 1)
0.005028054089940234,0.00022125747050144397,3.2967556576452997,67.60307956276642,162.47915354330712,0.001688763274277889,4.0524294163840455,1.0,0.034641242148225566,11.040023542362206,11.29569782263387,49.97738188976377,0.5177165354330708,37,18:30:00,18:59:00,508,1,Volatile Ranging (Cluster 1)
0.0052058405073469,0.00023125162927373693,2.6384036744847914,62.86508941714851,166.24005928853762,0.00172531867491894,3.866573351546626,1.0,0.02972027694361326,11.012069817312256,12.053859537542174,50.61723320158075,0.49209486166007904,38,19:00:00,19:29:00,506,1,Volatile Ranging (Cluster 1)
0.005255513911781233,0.0002426273005110266,3.241338166626739,62.61528290864227,164.62025793650776,0.0017121815706514281,4.586166207376206,1.0,0.03867031684534191,12.082090004583337,14.309751539486953,47.101130952380984,0.5099206349206349,39,19:30:00,19:59:00,504,1,Volatile Ranging (Cluster 1)
0.0054812006844640005,0.00022344485239824,2.2148242869289776,63.422103717078826,172.26124015748042,0.001790822945252737,4.510973098310456,1.0,0.03534665438464427,17.484314586338588,21.25347114238393,53.922559055118235,0.5393700787401575,40,20:00:00,20:29:00,508,1,Volatile Ranging (Cluster 1)
0.005318217909009254,0.0002101278566930613,0.9627909746238517,59.53957441432206,174.52025793650805,0.0018128475452339947,4.345749614524074,1.0,0.03518036495697254,19.533445502222225,21.710387169831133,54.631686507936614,0.4722222222222222,41,20:30:00,20:59:00,504,1,Volatile Ranging (Cluster 1)
0.004896664532750056,0.00021292497573598615,0.8412359180046415,68.94602596308559,151.4621471172967,0.0015745127822325935,4.193941881814787,1.0,0.03565856227629086,7.790403029542744,7.371451695527093,44.16367793240568,0.5029821073558648,42,21:00:00,21:29:00,503,3,Volatile Ranging (Cluster 3)
0.004595415248333305,0.00020295104353099772,2.555331685257282,67.1885916861212,135.4044820717134,0.0014067537784626758,4.358148116810032,1.0,0.0402933186779098,6.182449384003983,7.378348629534677,40.57699203187218,0.4820717131474104,43,21:30:00,21:59:00,502,3,Volatile Ranging (Cluster 3)
0.004677704755952779,0.00020083367267232827,0.6772316319452516,76.69352571836957,132.8242743538766,0.0013813350045549305,4.14322218934543,1.0,0.03779729583748261,5.463738229403578,6.255301681684695,40.25753479125238,0.5029821073558648,44,22:00:00,22:29:00,503,3,Volatile Ranging (Cluster 3)
0.004578407855164241,0.00020210971086444637,0.8107100732479384,68.8804430385158,134.40771543086208,0.001396666823862008,3.7595321071057737,1.0,0.031155320856427193,4.40705838266533,5.488599976269364,38.18076152304577,0.4749498997995992,45,22:30:00,22:59:00,499,3,Volatile Ranging (Cluster 3)
0.004597674618326812,0.0002004978699111805,1.281408280837378,68.38998155823214,129.54385685884745,0.0013428947067195384,4.3718599548601045,1.0,0.04278887589709026,5.359610433916501,6.66002118487648,36.41514910536746,0.47713717693836977,46,23:00:00,23:29:00,503,3,Volatile Ranging (Cluster 3)
0.004678879229004639,0.00020108264130160494,1.1341932783913173,69.11757627691593,111.91914979757125,0.0011614993876989182,4.6560889613215855,1.0,0.04619156617726842,4.150574102631579,5.244328613561314,30.273259109312193,0.4817813765182186,47,23:30:00,23:59:00,494,3,Volatile Ranging (Cluster 3)
